movieId,title,all_tags
34800,Private Resort (1985),"barber, comedy, hotel, waitress, diamonds"
34811,Pusher II: With Blood on My Hands (2004),"action, denmark, gangsters, drama, thriller, cocaine, crime"
35008,"Woman Rebels, A (Portrait of a Rebel) (1936)","romance, drama, dvd-r"
35015,Duma (2005),"coming-of-age, drama, reviewed, adventure, africa, cheetah"
35050,Bitter Victory (1957),"action, romance, bd-r, drama, war"
35082,Lila Says (Lila dit Ã§a) (2004),"france, drama, crime, romance"
35331,Doomed to Die (1940),"thriller, drama, crime, mystery"
35347,Animal Farm (1954),"hulu, drama, animation, satire, allegory, propaganda, farm"
35386,Winter Soldier (1972),"documentary, soldier, netflix, war, racism"
35618,"Third Wheel, The (2002)","comedy, romance"
35629,"Sea, The (HafiÃ°) (2002)","library, iceland, drama"
35636,Teen Witch (1989),comedy
35640,"Last of Mrs. Cheyney, The (1937)","comedy, drama"
35681,Koti-ikÃ¤vÃ¤ (2005),"drama, incest"
35721,Cast A Deadly Spell (1991),"comedy, fantasy, horror"
35738,Movie Movie (1978),"comedy, musical"
35807,"Teahouse of the August Moon, The (1956)","comedy, alcohol, japan, okinawa, geisha, army, occupation"
35826,Do Fish Do It? (Fickende Fische) (2002),"romance, drama"
35828,Black (2005),drama
35836,"40-Year-Old Virgin, The (2005)","romance, erection, salespeople, dumb, ebay, r, virgin, eccentricity, beer, comedy, normality, profanity, nerds, dvd, sexist, crude, virgen, aquarius, offensive, marijuana, reject, electronics, joke, pua, homophobia, foqam, cute, sexuality, guys, geeks, virginity, blockbuster, classic, debased, nerd, nudity, overrated, improv, improvisation, funny, slackers, sex, immature, eccentric, hilarious"
35843,Who Killed Bambi? (Qui a tuÃ© Bambi?) (2003),"drama, thriller"
35853,Blackout (Contraband) (1940),"dvd-video, romance, adventure"
35906,Toolbox Murders (2004),"survival, monster, horror, apartment, mystery, scary"
35957,Red Eye (2005),"aviation, horror, claustrophobic, bazooka, thriller, suspenseful, tense, suspense, short, disapointing, non-horror, airplane"
36046,Lightning Bug (2004),"horror, drama, thriller"
36056,Man of the West (1958),"western, bd-r, redemption, library, dvd-ram"
36083,Main Hoon Na (2004),"action, comedy, drama"
36086,Dilwale Dulhania Le Jayenge (1995),"romance, musical, comedy, india, bollywood, lame"
36152,Dreamchild (1985),"fantasy, romance, drama"
36247,Miss Sweden (FrÃ¶ken Sverige) (2004),"drama, cute, quirky"
36264,My Cousin Rachel (1952),"romance, drama, mystery"
36276,Hidden (a.k.a. Cache) (CachÃ©) (2005),"surveillance, overrated, talky, mnm, memory, boring, revenge, drama, haneke, deconstructive, thriller, paris, liars, massacre, mystery, guilt, r, haunting"
36286,Nobody Will Speak of Us When We're Dead (Nadie hablarÃ¡ de nosotras cuando hayamos muerto) (1995),drama
36289,Asterix & Obelix vs. Caesar (AstÃ©rix et ObÃ©lix contre CÃ©sar) (1999),"children, comedy, rome, fantasy, adventure, torture"
36312,"Key, The (1958)","romance, drama, war, clv"
36326,Strings (2004),"fantasy, drama, animation, adventure"
36363,Kin-Dza-Dza! (1986),"comedy, russian, drama, racism, drab, koo, aliens, sci-fi"
36373,Comrades: Almost a Love Story (Tian mi mi) (1996),"romance, drama"
36392,Supercross (2005),action
36397,Valiant (2005),"pigeons, children, bd-r, comedy, animation, war, fantasy, birds, adventure, vhs, wwii, wartime"
36401,"Brothers Grimm, The (2005)","incoherent, contrived, boring, comedy, fantasy, medieval, gilliam, dull, anachronism, children, bd-r, bd-video, bugs, thriller, adventure, brilliant, cute, grotesque, horror, funny"
36405,"Desperadoes, The (1943)","western, romance"
36426,Black Dragons (1942),"espionage, war, thriller, forgettable, mystery, dvd-video"
36436,"Holy Girl, The (NiÃ±a santa, La) (2004)",drama
36462,They Came Back (Les Revenants) (2004),"fantasy, foriegn, drama, zombies"
36477,"Baxter, The (2005)","romance, accountants, geologists, comedy, romantic, drama, brooklyn, quirky, whimsical"
36509,"Cave, The (2005)","alien, action, horror, monster, cave, ending, monsters, thriller, predictable, adventure, mystery, rape, sci-fi"
36511,Undiscovered (2005),"comedy, romance, sucky, drama"
36513,Dirty Deeds (2005),"australian, prank, comedy, predictable, teen"
36517,"Constant Gardener, The (2005)","pharmaceutical, business, sweeping, cinematography, clearplay, stylized, gritty, r, angry, favorite, conspiracy, altruism, drama, british, nairobi, tense, corruption, atmospheric, kenya, politics, dvd, smart, rebel, beautiful, murder, thriller, tragic, confrontational, africa, cerebral, aids, preachy, owned, political"
36519,Transporter 2 (2005),"murder, action, cars, violence, miami, virus, france, transgender, thriller, cgi, drugs, shooting, unrealistic, kidnapping, crime, mugging"
36523,Margaret Cho: Assassin (2005),"netflix, comedy, unflinching, politics, gay"
36525,Just Like Heaven (2005),"romance, comedy, romantic, fantasy, coma, sunny"
36527,Proof (2005),"flashbacks, notebook, slow, geeks, talky, cliche, siblings, math, insane, teacher, drama, mathematics, science, university, insanity, family, funeral"
36529,Lord of War (2005),"business, truth, netflix, anti-war, weapons, watched, voiceover, morality, clandestine, r, action, usa, boring, narrative, drama, war, wapendrama, corruption, anti-hero, politics, cat-and-mouse, wartime, murder, money, justice, violence, special, brooklyn, political, thriller, drugs, africa, cocaine, heavy-handed, smuggling, poignant, brothers, narrated, music, diamonds, love, america, guns, crime"
36531,Venom (2005),"horror, voodoo, thriller, zombies, snakes, splatter"
36533,Cry_Wolf (a.k.a. Cry Wolf) (2005),"horror, psychological, regular, fun, drama, thriller, clever, twist, mystery"
36535,Everything Is Illuminated (2005),"hutz, quirky, colourful, family, slow, comedy, stereotypes, drama, ukraine, dog, genealogical, jewish, holocaust, artsy, judaica, scenery, nature, jews, odessa"
36537,Thumbsucker (2005),"indie, netflix, comedy, thuggery, drama, adolescence"
36539,"Thing About My Folks, The (2005)",comedy
36541,HellBent (2004),"horror, homosexuality, thriller"
36545,G (2002),"romance, drama"
36553,In Old Chicago (1937),"action, musical, bd-r, drama, war, chicago"
36576,Now and Forever (1934),"romance, drama"
36630,L.A. Without a Map (1998),"comedy, romance, drama"
36683,Where Angels Fear to Tread (1991),drama
36708,Family Guy Presents Stewie Griffin: The Untold Story (2005),"favorites, comedy, animation, animated, parody, adventure, funny, hilarious"
36711,Born in Flames (1983),"comedy, fantasy, drama, sci-fi"
36752,Revenge of the Ninja (1983),"ninja, action, betamax, drama"
36799,Sometimes in April (2005),"drama, war, history, genocide, racism, rebellion, africa, siblings, rwanda"
36804,Bookies (2003),"comedy, drama, crime, thriller"
36816,Angel in My Pocket (1969),comedy
36850,Police Story 2 (Ging chaat goo si juk jaap) (1988),"action, like, comedy, thriller, crime"
36883,"Jour se lÃ¨ve, Le (Daybreak) (1939)","romance, drama, thriller, criterion, crime"
36902,International House (1933),"comedy, clv"
36931,New Police Story (Xin jing cha gu shi) (2004),"action, drama, police, crime"
37058,"Edge of the World, The (1937)","romance, drama"
37113,Golden Boy (1939),drama
37211,Go West (1940),"musical, chase, western, comedy, bd-r, hotel"
37240,Why We Fight (2005),"business, imperialism, history, warmongering, co-production, war, corruption, divx, politics, youtube, documentary, nuclear, death, mnm, mtskaf, military, iraq, controversial, own"
37257,"Companeros (Vamos a matar, compaÃ±eros) (1970)","western, comedy"
37269,Will Penny (1968),"gang, romance, homesteading, western, thugs, loner, conflicted"
37277,200 Motels (1971),"comedy, musical, dvd-r"
37287,Gertrud (1964),"criterion, drama, dreyer"
37335,Come Drink with Me (Da zui xia) (1966),"crime, action, wuxia, adventure, kidnapping"
37375,Kitty Foyle (1940),"romance, drama"
37380,Doom (2005),"murder, action, doomsday, horror, monsters, chainsaw, teleportation, lame, videogame, mars, military, sci-fi"
37382,Domino (2005),"foggy, bore, biographical, drama, fast-cut, biography, thriller, stylized, saturated, crime"
37384,Waiting... (2005),"workplace, restaurant, homophobic, rebellion, comedy, shenanigans, profanity, funny, wwii"
37386,Aeon Flux (2005),"mtv, performances, futuristic, cinematography, ominous, lengthy, lush, stylized, clearplay, cgi, cartoon, cloning, sci-fi, action, genetics, atmospheric, predictable, utopia, plot, dystopia, visceral, violence, nice, revolution, assassin, superficial, presumptuousness, post-apocalyptic, story"
37444,Frankenstein 90 (1984),"comedy, romance, horror"
37462,Wedlock (1991),"action, drama, thriller, crime, sci-fi"
37475,"Unfinished Life, An (2005)","mentor, heartwarming, bear, slow, grief, intense, drama, to-rent, thought-provoking, grandfather, wyoming, own, redemption, good, destiny, contemporary"
37477,"Man, The (2005)","action, comedy, crime, adult"
37495,Survive Style 5+ (2004),"murder, action, romance, colorful, surrealism, japan, quirky, thriller, japanese, fantasy, surreal, touching, weird, mystery, family"
37545,Woyzeck (1979),"brutality, understated, drama, austere, dvd-video, military, jealousy, intimate, insanity, criterion"
37626,It's a Gift (1934),"comedy, orange, blind, annemari"
37653,Zozo (2005),"library, drama"
37683,Chapter Two (1979),"bd-r, comedy, romance, drama"
37689,16 Years of Alcohol (2003),"skinhead, ska, drama, british"
37720,"Exorcism of Emily Rose, The (2005)","horror, spirits, possession, drama, courtroom, thriller, religion, catholicism, occult, priest, btaege, exorcism, crime, christianity"
37727,Flightplan (2005),"action, fbi, death, search, paranoia, disappearance, drama, thriller, suspenseful, mystery, plotholes, airplane, kidnapping, captain"
37729,Corpse Bride (2005),"romance, musical, netflix, stop-motion, dark, animated, to-rent, stylized, aristocracy, comedy, animation, gothic, fantasy, dvd, butterflies, ring, wedding, beautiful, children, undead, claymation, bd-video, spiders, afterlife, destiny, ghosts, music, burtonesk, bluish"
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),"england, comraderie, justice, violence, soccer, friendship, football, drama, kaf, bubbles, hooligans, unrealistic, crime, brotherhood, fraternity"
37733,"History of Violence, A (2005)","unpredictable, dumb, short, etaege, family, action, drama, mafia, violent, brutality, violence, intense, gore, thriller, stupid, library, overrated, disappointing, netflixq, crime"
37736,Oliver Twist (2005),"classic, poverty, drama, dickens, boys, soundtrack, story"
37739,"Greatest Game Ever Played, The (2005)","pg, success, golf, drama, to-rent, sports, own"
37741,Capote (2005),"egotism, homosexuality, crap, prison, history, r, annoying, eccentricity, boring, slow, biografia, drama, novelist, slow-moving, escritor, talk, journalism, biopic, manitoba, author, overrated, biographical, biopics, writers, minds, writing, gay, crime"
37744,"Story of Vernon and Irene Castle, The (1939)","bd-r, romance, musical, war"
37785,"Anderson Tapes, The (1971)","bd-r, clv, drama, thriller, crime"
37824,Born to Fight (Kerd ma lui) (2004),"action, crime, adventure, thriller"
37830,Final Fantasy VII: Advent Children (2004),"action, romance, franchise, anime, animation, fantasy, own, videogame, cgi, adventure, jonossa, sci-fi"
37837,CÃ´te d'Azur (CrustacÃ©s et coquillages) (2005),"romance, musical, homosexuality, france, comedy, holiday, homophobia, gay"
37844,Roll Bounce (2005),"comedy, romance, drama, competition"
37846,Daltry Calhoun (2005),"comedy, drama"
37853,Into the Blue (2005),"treasure, action, chase, thriller, adventure, crime, bahamas"
37855,"Prize Winner of Defiance Ohio, The (2005)","mvlc, drama, to-rent, biography"
37857,MirrorMask (2005),"to-rent, rotoscoping, melodramatic, dream, dreamlike, slow, gaiman, drama, animation, whimsical, fantasy, beautiful, children, claymation, imagination, circus, adventure, artistic, library, henson, rotoscope, circo"
37949,Kwik Stop (2001),"comedy, romance, drama"
37955,Innocence (2004),"forest, claustrophobic, institutions, mystery, ambivalent, provocative, girls, dreamlike, innocence, swimming, enigmatic, friendship, drama, disturbing, fantasy, utopia, eerie, obedience, butterflies, rare, metamorphosis, meditative, library, water, ballet, grotesque, coffin, sexuality, equivocal, theatre, school, dance, insularity"
37957,4 (2005),drama
37960,Book of Love (2004),"comedy, drama"
37967,American Yakuza (1993),"action, drama, thriller"
37976,"Flowers of St. Francis (Francesco, giullare di Dio) (1950)","bd-r, criterion, drama"
37982,Madhouse (2004),"horror, thriller"
38001,Man to Man (2005),drama
38004,MÃ¼nchhausen (1943),"comedy, dvd-r, fantasy, adventure, dvd-video, dvd-ram"
38036,Medea (1988),drama
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),"aardman, pixar, dogs, underrated, stop-motion, fun, silly, quirky, kiddy, buddies, comedy, inventive, animation, satirical, british, parody, lovable, children, claymation, rabbits, happy, entrepreneurs, adventure, seen, adorable, cute, monster, competition, monsters, invention, funny, guns, hilarious"
38046,Seven Swords (Chat gim) (2005),"action, drama"
38061,Kiss Kiss Bang Bang (2005),"coincidences, to-rent, meta, mystery, r, tongue-in-cheek, twisty, torture, boring, comedy, reviewed, sardonic, slashy, chandler, parody, ambiguous, post-modern, murder, noir, chaotic, dialogue, messy, thriller, crime, unclear, narrated, self-satisfied, satire, no, clever, caper, funny, witty, get, hollywood"
38086,Wishing Stairs (Yeogo goedam 3: Yeowoo gyedan) (2003),"accident, bullying, dormitory, obesity, korean, girls, dolls, friendship, drama, undead, series, piano, wishes, evil, curse, ballet, statue, horror, magic, ghosts, audition, betrayal, competition, numbers, school, jealousy, loneliness, stairs"
38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)","action, gangster, vengeance, gangsters, drama, crime, violent"
38097,Dumplings (Gaau ji) (2004),"horror, drama, disturbing, thriller, allegory, obsession"
38159,"Short Film About Love, A (KrÃ³tki film o milosci) (1988)","nocturnal, romance, voyeurism, rare, surrogate, neighbors, drama, thought-provoking, amazing, love, loneliness, s"
38164,"All This, and Heaven Too (1940)","romance, drama"
38188,Bubble (2006),"realism, non-actors, slow, drama, cheap, simple, mystery, loneliness, crime"
38198,Darwin's Nightmare (2004),"injustice, documentary, netflix, fishing, politics, poverty, tanzania, africa"
38294,Beowulf & Grendel (2005),"action, heroic, iceland, epic, drama, mythology, fantasy, medieval, adventure"
38304,No Direction Home: Bob Dylan (2005),"documentary, scored, music, biographical, biography, dvd-r, dylan, dvd-ram"
38320,Valerie and Her Week of Wonders (Valerie a tÃ½den divu) (1970),"bd-r, fantasy, drama, adventure"
38376,Everybody's Fine (Stanno tutti bene) (1990),"comedy, drama"
38384,Hail the Conquering Hero (1944),"bd-r, comedy, clv"
38388,Goal! The Dream Begins (Goal!) (2005),"soccer, football, drama, sports, owned"
38435,Forty Shades of Blue (2005),drama
38473,Touch the Sound: A Sound Journey with Evelyn Glennie (2004),documentary
38499,Angels in America (2003),"drama, angels, religion, fantasy, aids, queer, broadway, jewish, redemption, library, politics, gay, touching, mormon"
38538,Speak (2004),"teenager, drama, teen"
38583,"Wraith, The (1986)","action, horror, revenge, thriller, betamax, punks, sci-fi"
38600,Factotum (2005),"alcoholism, drama, biography, writers, addiction, drinking, r"
38656,Sweet Movie (1974),"comedy, criterion, drama"
38688,By Dawn's Early Light (1990),"action, drama, thriller"
38701,Don't Come Knocking (2005),"actors, western, melancholic, singer, drama, cinematography, detective, loneliness, r, montana"
38713,Bullets or Ballots (1936),"drama, crime, thriller"
38798,In Her Shoes (2005),"romance, sisters, dyslexia, philadelphia, relationships, comedy, romantic, drama, cinematography, seen, bittersweet, siblings"
38824,Mother of Mine (ÃideistÃ¤ parhain) (2005),"surrogate, evacuees, drama, finnish, childhood, rural, historical, history, letters, award, library, abroad"
38839,"Ketchup Effect, The (Hip Hip Hora!) (2004)",drama
38843,55 Days at Peking (1963),"bd-r, dvd-ram, drama, war"
38849,Dead & Breakfast (2004),"musical, comedy, horror"
38867,Freeze Frame (2004),"drama, crime, thriller"
38881,Punishment Park (1971),"dvd-video, drama, thriller"
38884,"Mating Game, The (1959)","comedy, romance"
38886,"Squid and the Whale, The (2005)","netflix, masturbation, quirky, cinematography, twee, professor, short, family, characters, comedy, drama, unresolved, smart, museum, brooklyn, childhood, eighties, evocative, overrated, sexuality, interesting, relationships, depressing, teenagers, separation, divorce, writers, parenting, honest, weird, awkward, intimate"
38992,Two for the Money (2005),"gambling, football, drama, sports, hottie, clearplay, bookie, r, crime"
38994,Separate Lies (2005),"england, romance, relationships, drama, thriller, london, secrets, adultery"
39048,Fjorton suger (2004),"romance, drama"
39052,Star Wreck: In the Pirkinning (2005),"fantasia, action, indie, campy, amateur, spoof, comedy, independent, avi, finnish, parody, youtube, amature, sci-fi"
39075,Evelyn Prentice (1934),"romance, drama, mystery"
39183,Brokeback Mountain (2005),"country, romance, everything, homosexuality, sheep, powerful, snogging, ending, deep, emotional, queer, calgary, bittersweet, well-done, cowboy, contrived, boring, sad, breakthroughs, cliche, drama, slashy, loss, realistic, divx, thanksgiving, whiskey, heartbreaking, perfect, beautiful, acting, canada, glbt, bd-r, scenic, stupid, texas, art, wyoming, alberta, cowboys, moving, passionate, annemari, tragedy, earthy, poignant, soundtracks, sexuality, elegiac, classic, western, depressing, music, director-screenwriter, rodeo, controversial, cheesy, stunning, pointless, genius, cutting, love, intimate, breathtaking, gay, melancholy, owned, giddyup, camp"
39191,Blue Vinyl (2002),documentary
39231,Elizabethtown (2005),"romance, boring, disappointing, death, terrible, comedy, freebird, romantic, drama, relaxing, bad, love, destiny, funeral, life"
39234,North Country (2005),"workplace, slow, sexism, drama, feminism, misogyny, miners, courtroom, mining"
39244,Leila (1996),"polygamy, romance, drama, iran"
39292,"Good Night, and Good Luck. (2005)","pg, blackandwhite, dvd-r, history, thought-provoking, clooney, cbs, blacklisting, morrow, mccarthyism, censorship, usa, huac, gripping, television, fifties, understated, drama, earnest, divx, politics, plotless, matter-of-fact, journalism, historical, inspiring, suspense, witchhunts, military, communism, confrontational, mcarthyism, talky, cerebral, propaganda, btaege, political, crime"
39305,Li'l Abner (1959),"comedy, musical, dvd-ram, vistavision"
39307,Dreamer: Inspired by a True Story (2005),"horses, children, kids, pg, feel-good, drama, poverty, underdogs"
39364,"Profession of Arms, The (Il mestiere delle armi) (2001)","drama, war, adventure"
39369,Detective Story (1951),"drama, crime, film-noir"
39381,"Proposition, The (2005)","soundtrack, gritty, r, drama, flies, divx, colonial, whipping, landscape, violent, captain, murder, brutality, australian, intense, australia, kidnapping, western, crime, rape, annemari"
39390,"Gospel, The (2005)","famu, drama"
39394,Dandelion (2004),"stilted, drama"
39398,C.S.A.: The Confederate States of America (2004),"comedy, slavery, drama, dvd-r, satire, history, racism, annoying, mockumentary"
39400,"Fog, The (2005)","action, remake, horror, justice, ghosts, thriller, pointless, mystery, leprosy"
39402,Loggerheads (2005),"gay, drama"
39408,Left Behind: World at War (2005),"drama, religion, biblical, propaganda, apocalypse, christianity"
39410,Protocols of Zion (2005),documentary
39412,Living 'til the End (2005),drama
39414,Shopgirl (2005),"romance, vermont, relationships, comedy, drama, adult, silverlake, predictable, saks, loneliness, prostitution"
39416,Kids in America (2005),"comedy, drama"
39419,Where the Truth Lies (2005),"murder, melodrama, television, drama, journalism, thriller, queer, super-hero, drugs, mystery, bisexual"
39421,After School Special (a.k.a. Barely Legal) (2003),"bd-r, comedy, porn"
39425,Emmanuel's Gift (2005),"documentary, ghana, disability, handicapped, rare"
39427,Stay (2005),"usa, psychological, suicide, surrealism, thriller, incomprehensible, clearplay, crazy, surreal, twist, psichological, brilliant, wonderful, r, transition, dreamlike"
39429,Confess (2005),"drama, thriller"
39435,"Legend of Zorro, The (2005)","action, acting, steampunk, western, fun, drama, dialogue, script, swashbuckler, legal, funny, adventure, zorro, unrealistic, story, humor"
39439,God's Sandbox (Tahara) (2002),drama
39441,New York Doll (2005),"documentary, musicians"
39444,"Weather Man, The (2005)","depressing, melancholic, comedy, divorce, drama, emo, archery, clearplay, depression, loser, bittersweet, marriage, r, hilarious"
39446,Saw II (2005),"disgust, creepy, netflix, mindfuck, mystery, police, sadism, torture, traps, needles, satirical, stereotypes, gothic, corruption, sequel, great, franchise, gore, gory, thriller, suspense, vivid, horror, brutal, clever, dissapointing, owned, scary"
39449,Prime (2005),"romance, manhattan, relationships, sexy, comedy, drama, unpredictable, artist, jews, funny, therapist, painter"
39474,One Wonderful Sunday (Subarashiki nichiyobi) (1947),"romance, drama, dvd-video, dvd-ram, criterion"
39481,Will Success Spoil Rock Hunter? (1957),"bd-r, comedy, romance"
39516,Don't Move (Non ti muovere) (2004),drama
39524,"3 Rooms of Melancholia, The (Melancholian 3 huonetta) (2004)",documentary
39529,"Race for Your Life, Charlie Brown (1977)","children, animation, adventure"
39615,Jerusalem (1996),drama
39659,Teorema (1968),"maid, drama, allegory, controversial, stylized, existentialism, visitor, supernatural, annemari"
39703,Little Fish (2005),"acting, romance, drama, thriller, drugs, library, crime, rare"
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),"voyeurism, franchise, comedy, teen, owned, camp"
39731,Champion (1949),"romance, drama, film-noir"
39740,Requiem for a Vampire (Vierges et vampires) (1971),horror
39768,Life is a Miracle (Zivot je cudo) (2004),"romance, musical, optimistic, long, comedy, romantic, drama, war, scenery, funny"
39777,Tarzan the Ape Man (1932),"bd-r, action, dvd-ram, adventure"
39779,Tarzan and His Mate (1934),"action, dvd-ram, adventure"
39786,Midnight Lace (1960),"thriller, story, resolution, mystery"
39796,Empire of the Wolves (L'empire des loups) (2005),"french, action, drama, thriller"
39801,"Great Yokai War, The (YÃ´kai daisensÃ´) (2005)","horror, comedy, fantasy, demons, adventure, youkai, dvd-ram, yokai"
39818,"Swindle, The (Bidone, Il) (1955)",drama
39824,Mahogany (1975),"romance, drama"
39857,Nordkraft (2005),"drama, crime, romance"
39869,Manderlay (2005),"disappointing, slavery, drama, pretentious, stylish, thought-provoking, racism, village, library, political, cards"
39876,Week-End in Havana (1941),"romance, musical, comedy, cuba, caribbean"
39886,Nine Lives (2005),"romance, relationships, stilted, melancholic, hulu, drama, realistic, nonlinear, moving, r, mvlc"
39896,South Central (1992),"action, drama, crime"
39931,Damnation Alley (1977),"thriller, drama, sci-fi"
39934,"Bridges at Toko-Ri, The (1954)","romance, drama, war, navy"
39941,"Love on the Run (Amour en fuite, L') (1979)","flashbacks, romance, comedy, drama, dvd-video, criterion"
40010,Duck Season (Temporada de patos) (2004),"overrated, netflix, friendship, comedy, adolescence, pointless, r"
40015,Aprile (1998),comedy
40033,"Adventures of Prince Achmed, The (Abenteuer des Prinzen Achmed, Die) (1926)","imaginative, romance, princess, magic, prince, silhouettes, bd-r, witch, animation, dvd-r, aladdin, monsters, fantasy, demons, adventure, dvd-ram, djinn"
40111,"Gore Gore Girls, The (1972)","comedy, horror, mystery"
40148,Revolver (2005),"gangsters, drama, sorter, thriller, psychology, mafia, clever, existentialism, cryptic, jonossa, gangs, crime"
40226,Wild Zero (2000),"action, romance, horror, comedy, awesome, zombies, aliens, sci-fi"
40275,Everything Put Together (2000),"etaege, drama"
40278,Jarhead (2005),"action, anti-war, iraq, drama, war, biography, pacifist, history, sniper, vhs, biopic"
40291,Siblings (2004),comedy
40337,Holy Guests (Ha-Ushpizin) (2004),"israel, sukkot, drama, religion, jerusalem, jewish, israeli, houseguest, hasidim"
40339,Chicken Little (2005),"pixar, bullying, silly, dumb, cgi, baseball, fish, bland, sci-fi, action, disney, comedy, animation, acorn, chicken, children, believe, dodgeball, adventure, sky, cute, funny, runt, aliens, story"
40342,Romance & Cigarettes (2005),"comedy, romance, musical, drama"
40404,Al otro lado (2004),drama
40412,Dead Man's Shoes (2004),"bullying, raw, soundtrack, gritty, sadism, abuse, slow, revenge, disturbing, british, atmospheric, violent, england, murder, brutality, mtskaf, australian, suicide, thriller, drugs, brutal, crime, haunting"
40414,Joyeux NoÃ«l (Merry Christmas) (2005),"foreign, christmas, france, drama, war, humane, german, singing, library, moving, french"
40422,"Count Dracula (Nachts, wenn Dracula erwacht) (1970)","vampires, horror, rushed, mystery"
40425,Brides of Dracula (1960),"vampires, clv, horror"
40436,"Stratton Story, The (1949)","romance, drama"
40457,"House That Dripped Blood, The (1971)","bd-r, horror, mystery"
40465,Island of the Burning Damned (Night of the Big Heat) (1967),"thriller, horror, sci-fi, mystery"
40467,"Gorgon, The (1964)","bd-r, fantasy, horror, mystery"
40478,Night of the Lepus (1972),"horror, bd-r, thriller, dvd-ram, sci-fi"
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttÃ¶) (1990)","deadpan, bd-r, comedy, drama, finnish, criterion"
40494,Zombie and the Ghost Train (Zombie ja Kummitusjuna) (1991),"comedy, alcoholism, drama, finnish, rock, tragicomedy, library"
40559,Highball (1997),"comedy, drama"
40574,Get Rich or Die Tryin' (2005),"action, vocalists, drama, musicians, genocide, crime"
40578,Sword of the Beast (Kedamono no ken) (1965),"action, criterion, drama"
40581,Just Friends (2005),"romance, netflix, christmas, comedy, reunion, teen, funny"
40583,Syriana (2005),"business, ambitious, complex, to-rent, forceful, caleidoscopial, thought-provoking, literate, unbearable, lengthy, subtitles, slow, israel, long, drama, tense, corruption, paranoid, oil, directing, siddig, politics, confusing, arabic, political, thriller, complicated, tragic, cast, confrontational, editing, espionage, cerebral, government, cia, irony, shallow, confusion, convoluted"
40586,Calamari Union (1985),"deadpan, comedy, outsiders, finnish, quirky, surreal, weird, frank, library, homeless, anarchy, rare, dreamlike"
40589,"Best Intentions, The (Den goda viljan) (1992)","romance, drama"
40591,"Bohemian Life, The (La vie de bohÃ¨me) (1992)","comedy, intelligent, drama, quirky, artistic, bloggers, criterion, pognant"
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),"comedy, romance, cancer, drama"
40614,Derailed (2005),"depressing, ending, drama, con, thriller, reviewed, disturbing, predictable, infidelity, unoriginal, cheating, adultery"
40617,Creep (2004),"horror, subway, trains, complex, dark, rats, thriller, subterranean, deformity, scary, homeless"
40629,Pride & Prejudice (2005),"romance, pg, rose, cinematography, prejudice, family, siblings, adaptation, boring, comedy, drama, british, dvd, historic, unnecessary, wedding, kostym, england, acting, aristrocacy, based, cute, relationships, classic, flowed, scenery, owned, love"
40679,Keep Your Distance (2005),"romance, drama, mystery"
40681,Edison Force (a.k.a. Edison) (2005),"drama, journalism, thriller, corruption, police, crime"
40697,Babylon 5,"added, scifi, aliens, space, sci-fi"
40699,Hi-Life (1998),"comedy, romance"
40723,Wolf Creek (2005),"over-rated, underrated, ominous, paranoia, unconventional, tense, paranoid, predictable, atmospheric, tension, over-hyped, violent, redneck, awful, visual, thriller, australia, suspense, splatter, overrated, horror, vomit-inducing, goretastic, cheap, bad, scary, crime"
40732,"Descent, The (2005)","claustrophobic, ending, blood, stylized, cgi, drama, tense, predictable, violence, cave, thriller, personalities, suspense, adventure, direction, spelunking, zombies, entertaining, overrated, horror, goretastic, pointless, jonossa, scary"
40738,Summer Interlude (Sommarlek) (1951),"romance, criterion, drama"
40752,Takeshis' (2005),"comedy, drama"
40755,Forty Guns (1957),"western, musical, drama, chorus"
40815,Harry Potter and the Goblet of Fire (2005),"kids, potter, dark, fun, mt, broomstick, soundtrack, gossip, maze, witch, fantasy, wizards, dvd, sequel, great, england, imax, franchise, dragons, thriller, mermaid, adventure, tragic, destiny, magic, teenagers, classic, ghosts, competition, contest, impostor, dance"
40817,Dinner with Friends (2001),"comedy, marriage, drama, relationships"
40819,Walk the Line (2005),"country, romance, musical, tosee, silly, memphis, soundtrack, addiction, bittersweet, touching, goldenglobe, nashville, boring, guitar, drama, musicians, singing, divx, nostalgic, sexy, warm, captivating, biography, compelling, drugs, biopic, earthy, overrated, vocalists, biographical, music, pointless, owned, love"
40826,Rent (2005),"romance, musical, sad, drama, bohemia, musikal, hipster, aids, broadway, colourful, drugs, excellent"
40828,"Story of Floating Weeds, A (Ukikusa monogatari) (1934)","bd-r, criterion, drama"
40831,My Mother's Smile (a.k.a. The Religion Hour) (L'ora di religione) (Il sorriso di mia madre) (2002),drama
40833,"Fists in the Pocket (Pugni in tasca, I) (1965)","dvd-video, criterion, drama"
40851,Zathura (2005),"action, suspensful, children, astronauts, game, sequel, retro-futurism, fantasy, adventure, space, siblings"
40870,C.R.A.Z.Y. (2005),"nr, slow, boring, homosexuality, glbt, smoking, humorous, drama, quirky, religion, queer, divx, drugs, gay, isreal, annemari"
