movie_id,title,all_tags
57069,Equinox Flower (Higanbana) (1958),"comedy, drama, family, japanese, criterion"
57147,Cassandra's Dream (2007),"pointless, crime, drama, assassination, brothers, meandering, guilt, dreams, dramatic, thriller"
57171,10.5: Apocalypse (2006),"thriller, sci-fi, drama"
57179,"Mostly Unfabulous Social Life of Ethan Green, The (2005)","romance, comedy, queer, gay"
57183,Like Stars on Earth (Taare Zameen Par) (2007),"dyslexia, children, education, drama, cinematography, synesthesia, parents, story"
57209,Lemonade Joe (LimonÃ¡dovÃ½ Joe aneb KonskÃ¡ opera) (1964),"western, comedy, adventure, romance, musical"
57223,D-War (Dragon Wars) (2007),"korean, drama, dragons, bd-r, adventure, garbage, action, fantasy, disappointing"
57236,LOL (2006),"comedy, drama"
57243,"Band's Visit, The (Bikur Ha-Tizmoret) (2007)","music, egyptian, comedy, drama, understated, loneliness, challenging, beautiful, israel"
57269,In Between Days (2006),drama
57274,[REC] (2007),"reporter, atmospheric, panic, remade, handycam, spanish, spain, police, drama, firefighters, creepy, foreign, zombies, claustrophobic, despair, barcelona, virus, thriller, isolation, quarantine, horror, bloody, infection, contamination"
57276,.45 (2006),"thriller, crime, drama"
57282,And Soon the Darkness (1970),"mystery, thriller"
57291,God Save the King (2005),"romance, comedy, drama"
57326,In the Name of the King: A Dungeon Siege Tale (2008),"masterpiece, bollocks, adventure, horrible, plot, action, fantasy"
57353,Flawless (2007),"caper, theif, crime, drama, heist, diamonds, revenge, interview"
57357,Live-In Maid (Cama adentro) (2004),drama
57359,Along the Ridge (Anche libero va bene) (2006),drama
57368,Cloverfield (2008),"mockumentary, shallow, mystery, schizo-cam, simulation, military, unsteady-cam, cgi, startling, thriller, original, handycam, action, sci-fi, monster, tense"
57370,Mad Money (2008),"caper, comedy, crime, redbox, heist, thriller, jacksonville"
57378,"Detonator, The (2006)","action, thriller"
57393,Trade (2007),"rape, thriller, crime, drama"
57401,Cleaner (2007),"thriller, crime, r, clearplay"
57418,"Rachel, Rachel (1968)","romance, bd-r, drama"
57421,Hatchet (2006),"comedy, horror, gore, slasher, boring"
57426,Blonde Ambition (2007),"romance, comedy"
57430,Welcome to L.A. (1976),"betamax, musical, drama"
57432,Timber Falls (2007),"thriller, horror"
57439,"Sensation of Sight, The (2006)",drama
57453,Arranged (2007),"comedy, drama, condescending, romance, irritating"
57464,He Was a Quiet Man (2007),"rampage, recommend, drama, clearplay, cerebral, underrated, r, suicide, surreal, identity, imagination, affair, psychology"
57468,Viva Villa! (1934),western
57473,"Return of Doctor X, The (1939)","dvd-r, mystery, horror, dvd-ram, thriller, sci-fi"
57476,"Cheyenne Social Club, The (1970)","western, comedy, bd-r"
57478,"Laugh, Clown, Laugh (1928)","bd-r, drama"
57480,"Iron Horse, The (1924)","western, dvd-r, silent"
57482,Just Pals (1920),western
57484,3 Bad Men (1926),western
57499,Heaven and Earth (Ten to Chi to) (1990),"adventure, action, drama, war"
57502,Cat Soup (Nekojiru-so) (2001),"short, anime, drama, horror, pressing, abstract, anthropomorphic, adventure, animation, psychedelic, surreal, cats, pale, weird, dark"
57504,"Girl Who Leapt Through Time, The (Toki o kakeru shÃ´jo) (2006)","comedy, anime, drama, heartwarming, japan, atmospheric, romance, animation, original, friendship, japanese, sci-fi"
57509,Sex and Breakfast (2007),"romance, comedy, drama, tragedy"
57513,What? (Che?) (1972),comedy
57520,One Missed Call (2008),"mystery, stupid, supernatural, horror, thriller, remake"
57522,First Sunday (2008),"comedy, crime"
57526,Untraceable (2008),"crime, fbi, police, clearplay, r, thriller, tedious, hacking, internet"
57528,Rambo (Rambo 4) (2008),"ridiculous, brutality, burma, violent, drama, boat, clearplay, unnecessary, jungle, asia, r, thriller, rape, sniper, gore, violence, thailand, bd-video, death, war, action"
57530,How She Move (2007),drama
57532,Meet the Spartans (2008),"vulgar, stupid, comedy, spoof, incoherent, parody"
57534,"Eye, The (2008)","drama, horror, ghosts, violin, spirits, thriller, transplant, accident, remake, hospital, fire, blindness, blindfold"
57536,Strange Wilderness (2008),"comedy, funny, r, clearplay"
57538,Over Her Dead Body (2008),"comedy, ghosts, romance, wedding, death, fantasy"
57543,Fallen Art (Sztuka spadania) (2004),"short, comedy, baginski, animation, action"
57550,Kings of the Road (Im Lauf der Zeit) (1976),"drama, vhs"
57637,"Signal, The (2007)","splatter, nonsensical, horror, infidelity, insanity, lovecraftian, thriller, post-apocalyptic, nonlinear, brutal, sci-fi, funny"
57640,Hellboy II: The Golden Army (2008),"childish, hellboy, murder, warmonger, imaginative, apocalypse, superheroes, elves, fairytale, magic, colorful, creepy, scary, adventure, quirky, kaf, fantasy, divx, sequel, superhero, action, sci-fi, fable"
57648,"Green Man, The (1956)",comedy
57655,Ira and Abby (2006),comedy
57669,In Bruges (2008),"holiday, bizarre, rated-r, atmospheric, brugge, suicide, unexpected, belgium, violently, irish, drugs, violent, dark, hillarious, sarcasm, crime, drama, clearplay, satire, hitman, stylized, assassin, guilt, guns, dialogue, dwarf, moving, story, slow, r, btaege, depression, thriller, midgets, bruges, suspenseful, music, annemari, comedy, violence, hitmen, irreverent, friendship, funny"
57690,"Shoes of the Fisherman, The (1968)","bd-r, drama, clv"
57692,That Man from Rio (1964),"adventure, romance, action, comedy"
57695,"Clean, Shaven (1993)","criterion, crime, drama"
57706,Ã nos amours (1983),"betamax, romance, criterion, drama"
57709,Thunder Rock (1942),"fantasy, bd-r, drama, war"
57754,Bamako (2006),"africa, mali, drama"
57772,World on a Wire (Welt am Draht) (1973),"bd-r, sci-fi, crime, criterion"
57774,"Bottom of the Sea, The (El fondo del mar) (2003)","thriller, drama"
57776,Cazuza - O Tempo NÃ£o PÃ¡ra (2004),"music, drama, homosexuality, nutcase, aids, brazil, drugs, glamorization, musicians"
57778,Future by Design (2006),"sci-fi, documentary"
57792,Caramel (Sukkar banat) (2007),"friendship, women, comedy, melancholic"
57805,Poor Boy's Game (2007),"drama, racism"
57811,Operation Homecoming: Writing the Wartime Experience (2007),documentary
57843,Rise of the Footsoldier (2007),"vulgar, brutality, crime, drama, violence, drugs, brutal, action, england"
57845,Joe Strummer: The Future Is Unwritten (2007),"mvlc, loneliness, documentary"
57848,Canvas (2006),drama
57854,The Count of Monte Cristo (1934),"drama, adventure, romance, betamax, thriller, revenge, action"
57865,Wedding Daze (2006),"romance, comedy"
57868,"Prisoner of Shark Island, The (1936)",drama
57873,Dark Angel (I Come in Peace) (1990),"action, sci-fi, thriller, horror"
57910,Teeth (2007),"rape, comedy, bleak, horror, castration, feminism, bd-r, morality, bland, revenge, disturbing, pornography, funny"
57938,Crime Zone (1989),"film-noir, action, sci-fi"
57940,Visiting Hours (1982),"betamax, horror"
57942,"Big Bang Love, Juvenile A (46-okunen no koi) (2006)",drama
57946,Noriko's Dinner Table (Noriko no shokutaku) (2005),"drama, horror"
57949,"Welcome Home, Roscoe Jenkins (2008)","comedy, family, predictable"
57951,Fool's Gold (2008),"comedy, adventure, romance, treasure, action"
57960,"Great Lie, The (1941)",drama
57964,Blue State (2007),comedy
57970,U2 3D (2007),"imax, documentary"
57972,Deep Water (2006),"documentary, sports, narrated, ocean, storytelling"
57980,"Art of Negative Thinking, The (Kunsten Ã¥ tenke negativt) (2006)","absurd, comedy, drama, cynical"
57991,In Which We Serve (1942),"criterion, drama, war"
57996,"Motel, The (2005)","comedy, drama"
58003,Hunger (Sult) (1966),drama
58007,"Shout, The (1978)","uncomfortable, drama, slow, horror, creepy, confusing, unsettling, dvd-ram, weird, ugly, tense, performances"
58025,Jumper (2008),"teen, drama, family, teens, egomaniacs, superhero, adventure, concept, escape, thriller, silly, superheroes, teleportation, action, sci-fi, scenery"
58029,It's a Free World... (2007),drama
58033,Already Dead (2007),"action, fantasy, thriller"
58047,"Definitely, Maybe (2008)","clinton, comedy, divorce, drama, stilted, politics, parenthood, romance, cute, overlong, romantic, marriage, sunny, love"
58059,I Live in Fear (Ikimono no kiroku) (1955),"japan, criterion, drama, dvd-video"
58061,Four Sons (1928),"dvd-ram, drama"
58078,"Air I Breathe, The (2007)","crime, drama, clearplay, beginning, mobsters, r, romance, thriller, thought-provoking, prostitutes, unique, gangsters, inspirational"
58081,Hangman's House (1928),drama
58084,Street Thief (2006),"crime, documentary"
58094,"10th Judicial Court: Judicial Hearings, The (10e chambre - Instants d'audience) (2004)",documentary
58103,Vantage Point (2008),"repetitive, owned, murder, drama, assassination, magnicide, betrayal, president, cliche, complot, bombs, thriller, terrorism, ending, action, spain, assassin, salamanca"
58105,"Spiderwick Chronicles, The (2008)","childish, siblings, children, magic, drama, cgi, forest, btaege, adventure, maybe, imax, silly, beautiful, twins, transformation, fantasy, funny"
58107,Step Up 2 the Streets (2008),"drama, dance, dancing, romance, musical"
58111,Jodhaa Akbar (2008),"historical, drama, bollywood, romance, war, musical"
58120,Born Reckless (1930),"comedy, crime, drama"
58123,Il Mare (Siworae) (2000),"romance, sci-fi, fantasy"
58130,Up the River (1930),"comedy, crime, drama"
58136,Great World of Sound (2007),comedy
58146,Witless Protection (2008),"humorous, comedy, idiotic"
58154,"Other Boleyn Girl, The (2008)","historical, royalty, drama, politics, atmospheric, dull, rushed, graphic, romance, cinematography, histrionic, costumes, england"
58156,Semi-Pro (2008),"comedy, sports, redbox, awful, bears, aba, jacksonville, dvd, funny, basketball, disappointing"
58162,Run Fatboy Run (2007),"british, comedy, london, romance, boring, predictable, unfunny, funny"
58174,"Crying Out Love in the Center of the World (Sekai no chÃ»shin de, ai o sakebu) (2004)","romance, drama"
58180,Seas Beneath (1931),"action, drama, war"
58185,Please Vote for Me (2007),"china, election, documentary"
58191,Taxi to the Dark Side (2007),"netflix, international, torture, documentary, afghanistan, politics, legislation, no, dvd-ram, corruption, revealing, expose, edifying"
58207,Out of the Blue (Aramoana) (2006),"crime, drama"
58223,"Method, The (MÃ©todo, El) (2005)","disturbing, corporations, psychological, drama"
58228,Which Way Is Up? (1977),"comedy, blaxploitation"
58246,Grace Is Gone (2007),"drama, military, sad, grieving, original, death, emotional"
58250,"Marksman, The (2005)","adventure, action, thriller, war"
58269,Gran Paradiso (2000),"adventure, romance, drama"
58274,Keeper of the Flame (1942),"mystery, bd-r, drama"
58282,"Emperor Waltz, The (1948)","romance, musical, comedy"
58287,Descent (2007),"rape, drama, slow, thriller, revenge, predictable, incoherent"
58291,College Road Trip (2008),"romance, comedy, family"
58293,"10,000 BC (2008)","cavemen, prehistoric, steinzeit, adventure, romance, thriller, historisch, bc, disappointing"
58295,"Bank Job, The (2008)","murder, heist, racism, treachery, adultery, england, caper, acting, crime, police, clearplay, london, corruption, obscene, r, thriller, extortion, robbery, divx, action, funny"
58297,Doomsday (2008),"sexy, apocalypse, cannibals, futuristic, unrealistic, drama, heroine, britain, disease, post-apocalyptic, exploitation, scotland, virus, boring, thriller, cannibalism, bdsm, gore, schizophrenic, sadistic, epidemic, silly, action, sci-fi, funny, cheesy"
58299,Horton Hears a Who! (2008),"children, comedy, redbox, narrated, btaege, adventure, animation, jungle, watched, dvd, elephants, florence"
58301,Funny Games U.S. (2007),"brutality, egg, torture, tormenting, underwear, grim, cabin, dark, drama, clearplay, dogs, remake, hostage, intelligent, r, thriller, thought-provoking, annemari, violence, disturbing, meta-fiction"
58303,"Counterfeiters, The (Die FÃ¤lscher) (2007)","survival, pacing, sabotage, crime, drama, holocaust, clearplay, r, money, altruism, foreign, cinematography, war, nazis, thought-provoking, germany, library, counterfeiting"
58306,Mongol (2007),"historical, drama, clearplay, biography, steppe, history, r, romance, cinematography, war"
58309,War Dance (2007),documentary
58315,"Love Guru, The (2008)","comedy, parody"
58324,"Pirates Who Don't Do Anything: A VeggieTales Movie, The (2008)","adventure, children, animation, comedy"
58332,Diary of the Dead (2007),"stupid, horror, zombie, apocalypse, zombies, hilarious, sci-fi"
58334,Hallam Foe (Mister Foe) (2007),"voyeurism, soundtrack, drama, obsession, romance, boring, bland, psychological, psychology"
58347,Penelope (2006),"comedy, deformity, romance, curse, pig, fantasy"
58351,City of Men (Cidade dos Homens) (2007),"music, drama, violence, brazil, gangsters, gangs, divx"
58365,Chicago 10 (2007),"documentary, politics, history, courtroom, dvd-ram, animation"
58367,"Romulus, My Father (2007)",drama
58373,"Woman in White, The (1948)","mystery, thriller, bd-r"
58376,Zeitgeist: The Movie (2007),"religion, biased, christianity, documentary, business, fiction, eye-opening, anti-semitism, youtube, bullshit, lies, war, controversial, islam, inaccurate, pretentious"
58379,Terkel in Trouble (Terkel i knibe) (2004),"music, comedy, mobbing, drama, violence, animation, musical"
58381,Jellyfish (Meduzot) (2007),"touching, drama, hebrew, israel, uneven"
58404,Justice League: The New Frontier (2008) ,"superhero, adventure, animation, superheroes, fantasy, action, sci-fi"
58409,"District, The (NyÃ³cker!) (2004)","comedy, animation"
58411,"Hottest State, The (2006)",drama
58418,Then She Found Me (2007),"comedy, drama, clearplay, r, romance, adoption, pregnancy, love, relationships"
58422,"Island, The (a.k.a. Naked Island) (Hadaka no shima) (1960)",drama
58425,Heima (2007),"music, documentary, atmospheric, intimate, library, iceland, musicians"
58432,What Just Happened (2008),"comedy, drama, clearplay, satire, hollywood, r, boring, unfunny"
58434,"Little Trip to Heaven, A (2005)","thriller, iceland, drama"
58437,"Prince of Pennsylvania, The (1988)","comedy, drama"
58439,Downhill Racer (1969),"criterion, drama"
58452,Saving Sarah Cain (2007),drama
58485,Return of the Living Dead 3 (1993),"romance, sci-fi, zombies, horror"
58490,Miss Pettigrew Lives for a Day (2008),"comedy, maid, romance, sunny, whimsical"
58492,Snow Angels (2007),"drama, estranged, loneliness, melancholic, depressing, sublime, relationships"
58494,Married Life (2007),"crime, drama, murder, restaurant, romance, marriage, cabin, adultery, relationships, cigarettes"
58509,Sun Valley Serenade (1941),"romance, musical, comedy, bd-r"
58520,Mala Noche (1985),"criterion, drama"
58530,On the Outs (2004),"prison, race, drama, poverty"
58534,Stupid Boy (GarÃ§on stupide) (2004),"gay, drama"
58554,"Class, The (Klass) (2007)","bullying, drama, raw, estonia, tragic, violence, abuse"
58559,"Dark Knight, The (2008)","gritty, murder, joker, vigilante, vigilantism, iconic, authentic, atmospheric, scars, no, characters, franchise, violent, dark, unrealistic, soundtrack, crime, drama, acting, dystopia, stylized, adventure, jokes, corruption, overrated, comics, batman, epic, dialogue, adaptation, psychological, dvd, psychology, story, smart, owned, madness, killing, morality, realistic, thriller, self-sacrifice, long, harsh, farcical, anti-hero, music, quotes, editing, nocturnal, violence, superhero, explosions, bd-video, imax, mask, seamless, action, shallow"
58564,Doctor Bull (1933),"comedy, bd-r, drama"
58576,Made in U.S.A. (1966),"mystery, crime, bd-r, inscrutable, french, criterion"
58578,Restless Natives (1985),"adventure, comedy, drama"
58595,Quiet City (2007),"mumblecore, drama"
58598,Phar Lap (1983),"betamax, children, drama"
58610,51 Birch Street (2005),documentary
58617,Black Dawn (2005),action
58622,"Hammer, The (2007)","comedy, sports, olympics, r, boxing, ending, funny, california"
58627,Never Back Down (2008),"action, inspirational, revenge"
58632,"Terror's Advocate (Avocat de la terreur, L') (2007)","politics, documentary"
58641,9 Star Hotel (Malon 9 Kochavim) (2007),documentary
58649,NapolÃ©on (1927),"drama, war"
58652,CJ7 (Cheung Gong 7 hou) (2008),"bullying, comedy, children, alien, cute, aliens, sci-fi, emotional"
58655,Drillbit Taylor (2008),"bullying, comedy"
58661,Dead Awake (2001),"action, thriller, boring"
58706,"Under the Same Moon (Misma luna, La) (2007)","touching, mexico, spanish, drama"
58709,Tropical Malady (Sud pralad) (2004),"romance, monster, fantasy, drama"
58718,Slipstream (2007),"mystery, comedy, drama, thriller, fantasy, sci-fi"
58722,Terror of Mechagodzilla (Mekagojira no gyakushu) (1975),"toho, aliens, action, sci-fi, titanosaurus, kaiju, godzilla, mechagodzilla"
58740,"Smiling Lieutenant, The (1931)","comedy, royalty, clv, romance, musical, criterion"
58743,Alatriste (2006),"pirates, military, soldiers, adventure, romance, boring, war, action, spanish"
58760,Joysticks (1983),comedy
58770,Spirit Trap (2005),"thriller, horror"
58774,Promised Land (Ziemia Obiecana) (1975),"jews, drama, history"
58783,Youth Without Youth (2007),"drama, clearplay, schizophrenia, r, romance, cinematography, dialogue, philosophical, sci-fi"
58803,21 (2008),"netflix, casino, crime, drama, young, casinos, genius, gambling, fiction, blackjack, nonfiction, romance, thriller, mathematics, poker, embellished, predictable, ending"
58806,Smart People (2008),"quirky, comedy, drama, clearplay, desperation, r, romance"
58808,"Last Hangman, The (Pierrepoint) (2005)",drama
58810,"Hawk Is Dying, The (2006)",drama
58812,"Ball, The (Le bal) (1983)",musical
58816,"Gymnast, The (2006)","tv-quality, drama, lgbt, bisexuality, romance, lesbianism, lesbian, gymnastics"
58826,"Shepherd: Border Patrol, The (2008)","action, thriller, crime"
58839,Leatherheads (2008),"historical, comedy, drama, sports, romance, football, kaf"
58842,Assembly (Ji jie hao) (2007) ,"youtube, action, drama, war"
58847,Why Not? (Eijanaika) (1981),drama
58850,Pirates (1986),"adventure, betamax, pirates, comedy"
58870,Zebraman (2004),"friendship, aliens, comedy, superhero"
58874,Marketa LazarovÃ¡ (1967),"romance, criterion, drama"
58876,Stop-Loss (2008),"military, clearplay, iraq, drama, r, war"
58879,Shine a Light (2008),"annemari, concert, interviews, documentary, library, imax, musical, musicians"
58881,Dark Matter (2007),"science, drama, genius, underrated, astronomy, physics, college, immigrants"
58889,"Business of Being Born, The (2008)",documentary
58895,Black Peter (CernÃ½ Petr) (1964),drama
58898,"Aerial, The (La antena) (2007)","film-noir, mystery, post-modern, adventure, fantasy, mubi, sci-fi"
58904,Chan Is Missing (1982),"betamax, crime"
58920,Close to Home (Karov La Bayit) (2005),drama
58922,White Palms (FehÃ©r tenyÃ©r) (2006),drama
58933,Saawariya (2007),"drama, bollywood, dostoyevsky, romance, canal, musical"
58937,Julia (2008),"acting, crime, drama, greed, original, thriller, ransom, lengthy, criterion, kidnapping"
58939,I Always Wanted to Be a Gangster (J'ai toujours rÃªvÃ© d'Ãªtre un gangster) (2007),"vignette, comedy, crime, drama"
58941,Just Anybody (Le premier venu) (2008),"romance, drama"
58945,"Pope's Toilet, The (El bano del Papa) (1998)","drama, uruguay"
58964,Inside (Ã l'intÃ©rieur) (2007),"chase, torture, gory, psycho, violent, killer, suspense, survival, thriller, revenge, watched, splatter, horror, gore, bloody, feminism, violence, parenthood, childbirth, blood, french"
58972,Nim's Island (2008),"comedy, island, animals, adventure, fantasy"
58975,"Ruins, The (2008)","mexico, tension, temple, horror, creepy, myan, thriller, jungle, freaky"
58992,Joy Division (2007),"music, factual, musical, documentary"
58994,Send a Bullet (Manda Bala) (2007),documentary
58998,Forgetting Sarah Marshall (2008),"characters, drugs, hawaii, jealousy, yoga, composer, apatow, dracula, dialogue, dull, surfing, obscene, r, predictable, beach, stepbrother, puppets, hotel, comedy, break-up, television, romance, silly, hilarious, penis"
59000,Sex and Death 101 (2007),"comedy, drama"
59014,Superhero Movie (2008),"fart, comedy, spoof, superhero, action, sci-fi, parody"
59016,Street Kings (2008),"crime, drama, thriller, corruption, lapd"
59018,"Visitor, The (2007)","quirky, solitude, drama, cincinnati, redbox, discrimination, divx, heavy-handed, morality, real, humanity, loneliness, romance, beautiful, usa, predictable, immigrants"
59022,Harold & Kumar Escape from Guantanamo Bay (2008),"unrated, comedy, satire, politics, marijuana, weed, r, adventure, drugs, sequel"
59026,99 francs (2007),"comedy, satire, copywriting, french, sauerkraut, drugs, shallow"
59031,Private Property (Nue propriÃ©tÃ©) (2006),drama
59037,Speed Racer (2008),"future, children, cars, japanimation, colourful, cgi, racing, cartoon, imax, remake, monkey, action, sci-fi, fun"
59040,Gabriel (2007),"acting, supernatural, inconsistent, horror, cgi, cliche, angel, prostitution, humanity, archangel, action"
59044,Diminished Capacity (2008),comedy
59053,Nathalie... (2003),"unfaithfulness, jealousy, drama, french, prostitution"
59065,Chapter 27 (2007),"crime, drama"
59074,"Thief Who Came to Dinner, The (1973)","romance, comedy"
59103,"Forbidden Kingdom, The (2008)","comedy, unoriginal, wuxia, library, cliche, adventure, drunkenness, formulaic, action, fantasy"
59105,Where in the World Is Osama Bin Laden? (2008),"premise, morocco, pakistan, documentary, afghanistan, unnecessary, egypt, tasteless, pregnancy, terrorism, jordan, islam, muslim, israel"
59107,"Life Before Her Eyes, The (2007)","imagine, drama, choice, choices, dilemma, original, thriller, storytelling, philosophy, poignant"
59112,"Puff, Puff, Pass (2006)","drugs, comedy"
59114,Pulp (1972),"thriller, comedy, bd-r"
59116,Virgin Territory (2007),"adventure, romance, comedy"
59118,Happy-Go-Lucky (2008),"music, unrealistic, british, comedy, uncomfortable, drama, clearplay, r, happy, awkward, loneliness, sweet, silly, feel-good, funny, bittersweet, psychology"
59126,Religulous (2008),"subjective, irreligion, homophobia, islam, atheism, christianity, smug, documentary, clearplay, anti-intellectualism, stupidity, controversial, unfunny, intelligent, stupid, slow, bd-r, r, thought-provoking, daring, fundamentalism, one-sided, funny, comedy, intellectual, judaism, heavy-handed, condescending, unfair, irreverent, hysterical, religion, skepticism"
59129,Outpost (2008),"horror, net, zombies, predictable, action"
59131,Are You Scared? (2006),"kidnapping, torture, horror"
59136,Before Flying Back to Earth (Pries parskrendant i zeme) (2005),"disease, documentary"
59138,Bernard and Doris (2007),"comedy, drama"
59141,Son of Rambow (2007),"mvlc, bullying, comedy, children, drama, light, kiss, friendship, childhood, smoking, imagination, religion, school, kite"
59143,Super High Me (2007),"comedy, police, documentary, comedians, marijuana, weed, marijuanna, drugs, facism, funny, california"
59154,Black Friday (1940),"sci-fi, crime, drama, horror"
59157,"Invisible Ray, The (1936)","sci-fi, horror"
59159,Murders in the Rue Morgue (1932),"mystery, crime, horror, bd-r, clv, kidnapping"
59173,"Killer Elite, The (1975)","betamax, action, thriller, drama"
59178,Tarzan Escapes (1936),"adventure, action, dvd-ram"
59180,Tarzan Finds a Son! (1939),"adventure, action, dvd-ram"
59182,Tarzan's Secret Treasure (1941),"adventure, action, bd-r"
59184,Tarzan's New York Adventure (1942),"adventure, action, bd-r"
59188,Viva Zapata! (1952),"western, betamax"
59216,Antares (2004),"drama, immigrants, cheating"
59220,Outsourced (2006),"quirky, comedy, outsource, bollywood, india, outsourcing, indians, romance, funny, overrated, stereotypes"
59256,Deception (2008),"drama, sexy, twist, atmospheric, blackmail, thriller, revenge, action"
59258,Baby Mama (2008),"comedy, business, doorman, boss, surrogacy, surrogate, scam, friendship, adoption, pregnancy, deception, baby, philadelphia"
59260,"Unknown Woman, The (La Sconosciuta) (2006)","mystery, drama, apartment, thriller, adoption, prostitutes, mask, nanny, library"
59273,Delirious (2006),"netflix, comedy, drama"
59290,Klimt (2006),"painter, drama"
59295,Expelled: No Intelligence Allowed (2008),"god, science, darwinism, documentary, misinformation, bananas, biology, bullshit, dvd-ram, onesided, creationism, propaganda, religion, evolution, christianity"
59302,Viva Cuba (2005),"comedy, drama"
59306,Prom Night (2008),"mystery, horror, slasher, thriller, remake, predictable, hilarious"
59313,"White Massai, The (Weisse Massai, Die) (2005)","rare, drama, romance, library, africa"
59315,Iron Man (2008),"no-brainer, reporter, jingoistic, murder, torture, exoskeleton, vigilante, scope, rdj, marvel, superheroes, weapons, script, gadgets, florence, industrialist, acting, afghanistan, business, humor, engineering, adventure, malibu, inventor, mortality, overrated, dvd, dialogue, technology, kidnapping, california, story, secretary, playboy, flying, jets, sexuality, predictable, terrorists, robotics, military, redbox, betrayal, cliche, dumb, superhero, mask, terrorism, action, sci-fi, funny, cheesy"
59327,Possessed (Besat) (1999),"crime, drama, horror, thriller, action"
59333,Made of Honor (2008),"comedy, infidelity, scotland, cheating, romance, love"
59336,Redbelt (2008),"illogical, drama, clearplay, twist, combat, violence, r, far-fetched, fighting, honor, action"
59339,Mister Lonely (2007),"comedy, drama, suicide, cinematography, original, surreal, bittersweet"
59362,Anamorph (2007),"crime, concept, thriller, art, artsy"
59366,"Bread, My Sweet, The (a.k.a. Wedding for Bella, A) (2001)","romance, drama"
59369,Taken (2008),"gritty, divorce, torture, cia, implausible, unrealistic, crime, drama, agent, cynical, prostitution, kidnapping, pacing, albanians, paris, realistic, boring, thriller, revenge, predictable, espionage, cliche, dumb, action"
59376,Hero Wanted (2008),"action, thriller, crime, drama"
59382,"Flight of the Red Balloon (Voyage du ballon rouge, Le) (2007)","puppetry, drama, piano, boring, lyrical, original, nanny, weird"
59387,"Fall, The (2006)","postmodern, story-in-a-story, suicide, beautiful, hospital, disorganized, drugs, governor, pharmaceutical, metafilm, drama, clearplay, stylized, adventure, heartbreaking, storytelling, surreal, surgery, stylistic, addiction, intertwined, metafiction, nurse, stunning, r, boring, cinematography, watched, imagination, cold, fantasy, falling, favorites, patient, stunts, mask, avorrida, meta, injuries"
59392,Stargate: The Ark of Truth (2008),"stargate, series, fantasy, space, action, sci-fi"
59397,Walk All Over Me (2007),"comedy, crime, drama"
59399,Blind Dating (2006),"romance, comedy"
59404,Meet Bill (2007),"comedy, drama, mentor"
59418,"American Crime, An (2007)","sg, abuse, crime, distrubing"
59421,What Happens in Vegas... (2008),"comedy, entertaining, romance, cute, romantic, marriage, vegas"
59426,White Night (Hvid nat) (2007),drama
59429,American Pie Presents Beta House (American Pie 6: Beta House) (2007),"fraternity, comedy, college"
59435,Numb (2007),"romance, comedy, drama"
59440,Bella (2006),"pro-life, heartwarming, drama, condescending, regret, romance, anti-abortion"
59447,Fiorile (1993),drama
59463,"Man Between, The (1953)","film-noir, drama, bd-r, romance, thriller"
59465,"Stars Look Down, The (1940)",drama
59478,"Unknown Soldier, The (Unbekannte Soldat, Der) (2006)",documentary
59485,a/k/a Tommy Chong (2005),"drugs, marijuana, hulu, documentary"
59501,"Chronicles of Narnia: Prince Caspian, The (2008)","childish, ridiculous, script, narnia, florence, acting, soundtrack, adventure, dialogue, dvd, children, annoying, boring, long, fantasy, akward, royalty, redbox, romance, silly"
59519,Reprise (2006),"netflix, music, drama, reflective, writers, chronology, psychosis, cinematography, relationships"
59527,"Window, The (1949)","film-noir, thriller, bd-r, drama"
59547,"Ron Clark Story, The (2006)","comedy, drama"
59549,Shelter (2007),"glbt, netflix, drama, surfing, homosexuality, superficial, queer, romance, surf, responsibility, gay, cheesy"
59561,American Crude (2008),"comedy, drama"
59590,Young at Heart (a.k.a. Young@Heart) (2007),"music, documentary, queer, choir, curious, vocalists, feel-good, musical, funny"
59594,"War, Inc. (2008)","comedy, crime, clearplay, satire, hitman, r, dystopia, thriller, war, satirical, funny"
59602,"Year of the Wolf, The (Suden vuosi) (2007)","helsinki, poetry, drama, university, epilepsy, romance, finnish, books, cohabitation"
59604,"Girl Next Door, The (2007)","terrifying, crime, drama, torture, horror, thriller, abuse, death, disturbing, love, tragedy"
59607,King Corn (2007),"original, food, documentary"
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),"amazon, murder, motorcycle, scope, whip, snake, bullshit, scenic, insane, franchise, archaeology, traitor, adventure, massacre, dirt, ants, stupid, mccarthyism, peru, thriller, scorpion, comedy, bd-video, silly, aliens, plot, monkey, nuns, action, sci-fi, sequel"
59621,How to Rob a Bank (2007),"mystery, comedy, crime, thriller"
59625,"Hey, Hey, It's Esther Blueburger (2008)","comedy, drama"
59641,"Quiet American, The (1958)","romance, thriller, drama, war"
59649,Blonde and Blonder (2008),"comedy, crime"
59651,Wesley Willis: The Daddy of Rock 'n' Roll (2003),"documentary, musicians"
59655,Patti Smith: Dream of Life (2008),"poetry, documentary"
59665,Day of the Outlaw (1959),western
59667,Nina's Heavenly Delights (2006),comedy
59669,Following Sean (2005),documentary
59680,One Hour with You (1932),"comedy, clv, romance, musical, criterion"
59684,Lake of Fire (2006),"documentary, politics, abortion, religion, christianity"
59705,"Witnesses, The (Les tÃ©moins) (2007)","music, drama, sad, aids, gay"
